State,Constituency,Predicted_Woman_Win_Prob,Predicted_Man_Win_Prob,Predicted_Gender_Gap,Empirical_Women_Win_Rate,Empirical_Men_Win_Rate,Women_Fielded,Total_Candidates,Const_Type,Potential_Score
Andhra_Pradesh,ASWARAOPETA,0.35797714173126316,0.35975736914628464,0.0017802274150214847,0.0,0.1,0,10,ST,35.733986100960216
Andhra_Pradesh,ATMAKUR,0.33451017284726176,0.33623481659552534,0.001724643748263588,0.0,0.13636363636363635,1,155,GEN,33.393326196893014
Andhra_Pradesh,ATTILI,0.35333518276439835,0.3551050937732278,0.00176991100882945,0.0,0.14864864864864866,0,74,GEN,35.27098109346169
Andhra_Pradesh,AVANIGADDA,0.34896445281289046,0.3507243443770524,0.0017598915641619528,0.0,0.1590909090909091,1,89,GEN,34.83503132161927
Andhra_Pradesh,BADVEL,0.3291331312171827,0.3308438344871292,0.0017107032699464897,0.0,0.09375,2,162,SC,32.85700820933617
Andhra_Pradesh,BAHDURPURA,0.3916891230234663,0.39353423785455277,0.0018451148310864585,0.0,0.09090909090909091,0,11,GEN,39.096641161340045
Andhra_Pradesh,BALKONDA,0.3753160178745786,0.37713182135424694,0.0018158034796683653,0.0,0.21052631578947367,0,57,GEN,37.463451774334665
Andhra_Pradesh,BANAGANAPALLE,0.3327957281526107,0.334515975818606,0.001720247665995267,0.0,0.07692307692307693,2,41,GEN,33.2223237078003
Andhra_Pradesh,BANDAR,0.3436688390852527,0.34541619354711184,0.0017473544618591408,0.0,0.16923076923076924,0,65,GEN,34.30683278058751
Andhra_Pradesh,BANGARIPOLIEM,0.41218331369597555,0.4140592569797763,0.0018759432838007517,0.0,0.2857142857142857,0,7,SC,41.141008117695286
Andhra_Pradesh,BANSWADA,0.3578196762396711,0.35959955918135483,0.0017798829416837414,0.0,0.19047619047619047,0,63,GEN,35.71827991017333
Andhra_Pradesh,BAPATLA,0.31875170430161864,0.32043422190243603,0.0016825176008173903,0.0,0.10909090909090909,2,112,GEN,31.821539894884065
Andhra_Pradesh,BELLAMPALLY,0.4034455201728255,0.40530911621211924,0.0018635960392937578,0.0,0.14285714285714285,0,7,SC,40.269366069936055
Andhra_Pradesh,BHADRACHALAM,0.4532067714818867,0.45512486148913384,0.0019180900072471307,0.0,0.20454545454545456,0,44,ST,45.23374801022906
Andhra_Pradesh,BHADRACHELAM,0.3879064397316101,0.38974515222843464,0.001838712496824546,0.0,0.1111111111111111,0,9,ST,38.71931913132769
